date,school,reservation_theorique,presence_reel_eleve
2025-11-10,JEAN MACE,128,128
2025-11-10,JEAN MERMOZ,139,113
2025-11-10,JEAN MOULIN,6,6
2025-11-10,JEAN ZAY,95,85
2025-11-10,JEANNE D ARC,106,102
2025-11-10,JEANNE MOREAU,165,149
2025-11-10,JOAN MIRO,232,170
2025-11-10,JOSEPH DELTEIL,119,98
2025-11-10,JOYCE,42,34
2025-11-10,JULES FERRY,135,136
2025-11-10,JULES SIMON,161,157
2025-11-10,JULES VERNE,102,0
2025-11-10,JULIE DAUBIE,160,160
2025-11-10,KIPLING,71,67
2025-11-10,LAFONTAINE,75,2
2025-11-10,LAMARTINE,83,77
2025-11-10,LEO MALET,207,192
2025-11-10,LEOPOLD SEDAR SENGHOR,101,99
2025-11-10,LOUIS ARMSTRONG,134,132
2025-11-10,LOUISVILLE,82,81
2025-11-10,LUDWIG VAN BEETHOVEN,198,186
2025-11-10,LUTHERKING,42,38
2025-11-10,MADAME DE SEVIGNE,118,116
2025-11-10,MARC BLOCH,113,111
2025-11-10,MARGUERITTE YOURCENAR,170,169
2025-11-10,MARIE CURIE,185,179
2025-11-10,MARIE PAPE CARPENTIER,140,126
2025-11-10,MICHEL DE L HOSPITAL,266,249
2025-11-10,MICHELET,56,51
2025-11-10,MORISOT MOZART,257,4
2025-11-10,NERUDA,31,28
2025-11-10,OLYMPE DE GOUGES,216,198
2025-11-10,PAGNOL,101,93
2025-11-10,PASTEUR,39,38
2025-11-10,PAUL BERT VICTOR HUGO,146,138
2025-11-10,PAUL LANGEVIN,118,117
2025-11-10,PAUL PAINLEVE,121,112
2025-11-10,PERICLES,88,90
2025-11-10,PICASSO,16,17
2025-11-10,PREVERT,23,21
2025-11-10,PROKOFIEV,51,52
2025-11-10,RENAUD,48,47
2025-11-10,RONSARD,110,108
2025-11-10,ROUX,43,35
2025-11-10,SAMUEL PATY,71,43
2025-11-10,SARAH BERNHARDT,59,57
2025-11-10,SIGMUND FREUD,131,123
2025-11-10,SIGNORET,114,107
2025-11-10,SIMON BOLIVAR,75,81
2025-11-10,SOULAGES,111,102
2025-11-10,SPINOZA,168,166
2025-11-10,SUN YAT SEN,168,163
2025-11-10,SURCOUF,91,91
2025-11-10,TERESA,63,58
2025-11-10,VAN GOGH,37,34
2025-11-10,VICTOR SCHOELCHER,238,231
2025-11-10,VOLTAIRE,200,195
2025-11-10,WINSTON CHURCHILL,265,264
2025-11-10,WOOLF,22,21
2025-11-13,AKIRA KUROSAWA,84,2
2025-11-13,ALAIN SAVARY,144,140
2025-11-13,ALBRECHT,75,70
2025-11-13,ANDRE BOULLOCHE,40,42
2025-11-13,ANDRE MALRAUX,235,233
2025-11-13,ANTOINE BALARD,71,64
2025-11-13,AQUITAINE,78,72
2025-11-13,ARISTOTE,64,60
2025-11-13,AUBIGNE,120,120
2025-11-13,AUBRAC,50,47
2025-11-13,AUGUSTE COMTE,47,37
2025-11-13,AVERROES,45,43
2025-11-13,BENOITE GROULT,228,205
2025-11-13,BERGMAN,55,54
2025-11-13,BLAISE PASCAL,91,89
2025-11-13,BON,79,76
2025-11-13,BOUCHER,92,85
2025-11-13,BRES,72,76
2025-11-13,CALANDRETA DAU CHIVALET,79,79
2025-11-13,CALANDRETA DAU CLAPAS,157,154
2025-11-13,CALLAS,104,100
2025-11-13,CAMOENS,52,50
2025-11-13,CANDOLA,78,77
2025-11-13,CERVANTES,47,41
2025-11-13,CHAPLIN,134,124
2025-11-13,CHAPTAL,92,84
2025-11-13,CHARLES BAUDELAIRE,171,164
2025-11-13,CHARLES DICKENS ANNE FRANK,306,285
2025-11-13,CHENGDU,146,144
2025-11-13,COCTEAU,85,77
2025-11-13,CONDORCET,166,160
2025-11-13,COPERNIC,38,35
2025-11-13,DAUDET,120,121
2025-11-13,DAVILER KERGOMARD,262,267
2025-11-13,DEROIN,109,108
2025-11-13,DIDEROT,137,139
2025-11-13,DOCTEUR CALMETTE,158,162
2025-11-13,DURUY,45,42
2025-11-13,ELUARD,77,1
2025-11-13,EMILE COMBES,61,60
2025-11-13,EUGENE POTTIER JEAN SIBELIUS,263,261
2025-11-13,F D ROOSEVELT,85,82
2025-11-13,FIGUIER,90,91
2025-11-13,FLORIAN,86,84
2025-11-13,FRANCOIS MITTERRAND,189,168
2025-11-13,FREDERIC BAZILLE,16,17
2025-11-13,GALILEE,69,70
2025-11-13,GAMA,74,70
2025-11-13,GAMBETTA,83,85
2025-11-13,GANDHI,18,19
2025-11-13,GARIBALDI,141,142
2025-11-13,GARNIER,68,65
2025-11-13,GEORGES SIMENON,151,156
2025-11-13,GERMAINE RICHIER,274,275
2025-11-13,GOETHE,55,53
2025-11-13,HEIDELBERG,95,93
2025-11-13,HYPATIE,46,42
2025-11-13,ISAAC SCHOLL,110,103
2025-11-13,JACQUES BREL,185,183
2025-11-13,JEAN JAURES,168,166
2025-11-13,JEAN MACE,127,126
2025-11-13,JEAN MERMOZ,139,142
2025-11-13,JEAN MOULIN,116,118
2025-11-13,JEAN ZAY,87,88
2025-11-13,JEANNE D ARC,112,112
2025-11-13,JEANNE MOREAU,174,171
2025-11-13,JOAN MIRO,232,223
2025-11-13,JOSEPH DELTEIL,117,109
2025-11-13,JOYCE,40,39
2025-11-13,JULES FERRY,138,135
2025-11-13,JULES SIMON,162,161
2025-11-13,JULES VERNE,96,94
2025-11-13,JULIE DAUBIE,160,160
2025-11-13,KIPLING,69,68
2025-11-13,LAFONTAINE,76,75
2025-11-13,LAMARTINE,76,76
2025-11-13,LEO MALET,203,198
2025-11-13,LEOPOLD SEDAR SENGHOR,104,109
2025-11-13,LOUIS ARMSTRONG,135,144
2025-11-13,LOUISVILLE,82,81
2025-11-13,LUDWIG VAN BEETHOVEN,339,335
2025-11-13,LUTHERKING,39,36
2025-11-13,MADAME DE SEVIGNE,121,129
2025-11-13,MARC BLOCH,113,106
2025-11-13,MARGUERITTE YOURCENAR,170,149
2025-11-13,MARIE CURIE,195,193
2025-11-13,MARIE PAPE CARPENTIER,145,136
2025-11-13,MICHEL DE L HOSPITAL,277,270
2025-11-13,MICHELET,63,60
2025-11-13,MORISOT MOZART,265,277
2025-11-13,NERUDA,29,27
2025-11-13,OLYMPE DE GOUGES,222,216
2025-11-13,PAGNOL,100,98
2025-11-13,PASTEUR,42,40
2025-11-13,PAUL BERT VICTOR HUGO,149,146
2025-11-13,PAUL LANGEVIN,120,127
2025-11-13,PAUL PAINLEVE,130,124
2025-11-13,PERICLES,90,86
2025-11-13,PICASSO,19,19
2025-11-13,PREVERT,25,23
2025-11-13,PROKOFIEV,49,49
2025-11-13,RENAUD,44,43
2025-11-13,RONSARD,100,88
2025-11-13,ROUX,44,41
2025-11-13,SAMUEL PATY,75,76
2025-11-13,SARAH BERNHARDT,55,51
2025-11-13,SIGMUND FREUD,125,135
2025-11-13,SIGNORET,115,113
2025-11-13,SIMON BOLIVAR,89,93
2025-11-13,SOULAGES,109,104
2025-11-13,SPINOZA,169,171
2025-11-13,SUN YAT SEN,184,182
2025-11-13,SURCOUF,90,97
2025-11-13,TERESA,63,60
2025-11-13,VAN GOGH,37,35
2025-11-13,VICTOR SCHOELCHER,237,208
2025-11-13,VOLTAIRE,195,184
2025-11-13,WINSTON CHURCHILL,271,249
2025-11-13,WOOLF,25,22
2025-11-14,AKIRA KUROSAWA,107,97
2025-11-14,ALAIN SAVARY,140,130
2025-11-14,ALBRECHT,80,73
2025-11-14,ANDRE BOULLOCHE,50,52
2025-11-14,ANDRE MALRAUX,235,233
2025-11-14,ANTOINE BALARD,90,76
2025-11-14,AQUITAINE,88,83
2025-11-14,ARISTOTE,65,63
2025-11-14,AUBIGNE,119,123
2025-11-14,AUBRAC,52,49
2025-11-14,AUGUSTE COMTE,46,36
2025-11-14,AVERROES,58,52
2025-11-14,BENOITE GROULT,236,217
2025-11-14,BERGMAN,52,47
2025-11-14,BLAISE PASCAL,98,103
2025-11-14,BON,87,83
2025-11-14,BOUCHER,90,84
2025-11-14,BRES,80,77
2025-11-14,CALANDRETA DAU CHIVALET,83,60
2025-11-14,CALANDRETA DAU CLAPAS,149,91
2025-11-14,CALLAS,109,95
2025-11-14,CAMOENS,59,55
2025-11-14,CANDOLA,80,69
2025-11-14,CERVANTES,55,51
2025-11-14,CHAPLIN,133,125
2025-11-14,CHAPTAL,92,81
2025-11-14,CHARLES BAUDELAIRE,181,169
2025-11-14,CHARLES DICKENS ANNE FRANK,315,301
2025-11-14,CHENGDU,149,141
2025-11-14,COCTEAU,88,59
2025-11-14,CONDORCET,161,158
2025-11-14,COPERNIC,35,34
2025-11-14,DAUDET,116,118
2025-11-14,DAVILER KERGOMARD,265,261
2025-11-14,DEROIN,115,113
2025-11-14,DIDEROT,153,155
2025-11-14,DOCTEUR CALMETTE,173,174
2025-11-14,DURUY,46,41
2025-11-14,ELUARD,76,77
2025-11-14,EMILE COMBES,60,61
2025-11-14,EUGENE POTTIER JEAN SIBELIUS,261,260
2025-11-14,F D ROOSEVELT,104,104
2025-11-14,FIGUIER,88,87
2025-11-14,FLORIAN,83,79
2025-11-14,FRANCOIS MITTERRAND,189,184
2025-11-14,FREDERIC BAZILLE,17,19
2025-11-14,GALILEE,94,88
2025-11-14,GAMA,77,69
2025-11-14,GAMBETTA,83,83
2025-11-14,GANDHI,25,26
2025-11-14,GARIBALDI,144,142
2025-11-14,GARNIER,67,65
2025-11-14,GEORGES SIMENON,161,161
2025-11-14,GERMAINE RICHIER,287,284
2025-11-14,GOETHE,57,52
2025-11-14,HEIDELBERG,125,122
2025-11-14,HYPATIE,57,51
2025-11-14,ISAAC SCHOLL,110,102
2025-11-14,JACQUES BREL,190,189
2025-11-14,JEAN JAURES,191,190
2025-11-14,JEAN MACE,130,130
2025-11-14,JEAN MERMOZ,139,136
2025-11-14,JEAN MOULIN,118,108
2025-11-14,JEAN ZAY,91,92
2025-11-14,JEANNE D ARC,109,106
2025-11-14,JEANNE MOREAU,177,173
2025-11-14,JOAN MIRO,225,211
2025-11-14,JOSEPH DELTEIL,135,129
2025-11-14,JOYCE,48,47
2025-11-14,JULES FERRY,144,133
2025-11-14,JULES SIMON,162,159
2025-11-14,JULES VERNE,40,41
2025-11-14,JULIE DAUBIE,177,163
2025-11-14,KIPLING,77,73
2025-11-14,LAFONTAINE,72,72
2025-11-14,LAMARTINE,81,75
2025-11-14,LEO MALET,209,205
2025-11-14,LEOPOLD SEDAR SENGHOR,120,121
2025-11-14,LOUIS ARMSTRONG,153,150
2025-11-14,LOUISVILLE,90,91
2025-11-14,LUDWIG VAN BEETHOVEN,342,334
2025-11-14,LUTHERKING,44,39
2025-11-14,MADAME DE SEVIGNE,125,125
2025-11-14,MARC BLOCH,138,142
2025-11-14,MARGUERITTE YOURCENAR,182,147
2025-11-14,MARIE CURIE,192,191
2025-11-14,MARIE PAPE CARPENTIER,147,123
2025-11-14,MICHEL DE L HOSPITAL,277,268
2025-11-14,MICHELET,66,59
2025-11-14,MORISOT MOZART,269,265
2025-11-14,NERUDA,38,37
2025-11-14,OLYMPE DE GOUGES,224,214
2025-11-14,PAGNOL,101,92
2025-11-14,PASTEUR,42,41
2025-11-14,PAUL BERT VICTOR HUGO,152,148
2025-11-14,PAUL LANGEVIN,118,118
2025-11-14,PAUL PAINLEVE,127,118
2025-11-14,PERICLES,94,90
2025-11-14,PICASSO,19,19
2025-11-14,PREVERT,29,31
2025-11-14,PROKOFIEV,55,52
2025-11-14,RENAUD,49,46
2025-11-14,RONSARD,112,110
2025-11-14,ROUX,46,43
2025-11-14,SAMUEL PATY,85,84
2025-11-14,SARAH BERNHARDT,59,52
2025-11-14,SIGMUND FREUD,139,131
2025-11-14,SIGNORET,119,114
2025-11-14,SIMON BOLIVAR,110,89
2025-11-14,SOULAGES,111,108
2025-11-14,SPINOZA,190,190
2025-11-14,SUN YAT SEN,194,193
2025-11-14,SURCOUF,99,96
2025-11-14,TERESA,65,59
2025-11-14,VAN GOGH,43,39
2025-11-14,VICTOR SCHOELCHER,256,237
2025-11-14,VOLTAIRE,211,199
2025-11-14,WINSTON CHURCHILL,278,270
2025-11-14,WOOLF,20,19
2025-11-17,AKIRA KUROSAWA,90,94
2025-11-17,ALAIN SAVARY,137,141
2025-11-17,ALBRECHT,75,70
2025-11-17,ANDRE BOULLOCHE,37,40
2025-11-17,ANDRE MALRAUX,237,233
2025-11-17,ANTOINE BALARD,73,71
2025-11-17,AQUITAINE,81,77
2025-11-17,ARISTOTE,69,67
2025-11-17,AUBIGNE,81,83
2025-11-17,AUBRAC,55,53
2025-11-17,AUGUSTE COMTE,51,49
2025-11-17,AVERROES,47,45
2025-11-17,BENOITE GROULT,215,210
2025-11-17,BERGMAN,52,54
2025-11-17,BLAISE PASCAL,94,97
2025-11-17,BON,84,80
2025-11-17,BOUCHER,89,77
2025-11-17,BRES,75,75
2025-11-17,CALANDRETA DAU CHIVALET,80,62
2025-11-17,CALANDRETA DAU CLAPAS,159,157
2025-11-17,CALLAS,103,97
2025-11-17,CAMOENS,51,48
2025-11-17,CANDOLA,79,76
2025-11-17,CERVANTES,43,40
2025-11-17,CHAPLIN,132,127
2025-11-17,CHAPTAL,94,85
2025-11-17,CHARLES BAUDELAIRE,172,163
2025-11-17,CHARLES DICKENS ANNE FRANK,308,301
2025-11-17,CHENGDU,144,125
2025-11-17,COCTEAU,82,51
2025-11-17,CONDORCET,159,158
2025-11-17,COPERNIC,37,34
2025-11-17,DAUDET,117,123
2025-11-17,DAVILER KERGOMARD,272,267
2025-11-17,DEROIN,107,100
2025-11-17,DIDEROT,134,114
2025-11-17,DOCTEUR CALMETTE,165,167
2025-11-17,DURUY,43,40
2025-11-17,ELUARD,76,79
2025-11-17,EMILE COMBES,58,59
2025-11-17,EUGENE POTTIER JEAN SIBELIUS,258,257
2025-11-17,F D ROOSEVELT,82,79
2025-11-17,FIGUIER,89,85
2025-11-17,FLORIAN,80,79
2025-11-17,FRANCOIS MITTERRAND,189,185
2025-11-17,FREDERIC BAZILLE,16,21
2025-11-17,GALILEE,70,68
2025-11-17,GAMA,76,74
2025-11-17,GAMBETTA,83,82
2025-11-17,GANDHI,21,19
2025-11-17,GARIBALDI,134,132
2025-11-17,GARNIER,68,67
2025-11-17,GEORGES SIMENON,153,158
2025-11-17,GERMAINE RICHIER,274,263
2025-11-17,GOETHE,61,57
2025-11-17,HEIDELBERG,103,102
2025-11-17,HYPATIE,47,44
2025-11-17,ISAAC SCHOLL,106,103
2025-11-17,JACQUES BREL,187,189
2025-11-17,JEAN JAURES,181,169
2025-11-17,JEAN MACE,126,129
2025-11-17,JEAN MERMOZ,140,136
2025-11-17,JEAN MOULIN,119,118
2025-11-17,JEAN ZAY,92,93
2025-11-17,JEANNE D ARC,107,104
2025-11-17,JEANNE MOREAU,171,167
2025-11-17,JOAN MIRO,232,221
2025-11-17,JOSEPH DELTEIL,118,103
2025-11-17,JOYCE,44,43
2025-11-17,JULES FERRY,139,137
2025-11-17,JULES SIMON,162,162
2025-11-17,JULES VERNE,101,92
2025-11-17,JULIE DAUBIE,165,162
2025-11-17,KIPLING,67,60
2025-11-17,LAFONTAINE,77,72
2025-11-17,LAMARTINE,83,77
2025-11-17,LEO MALET,205,187
2025-11-17,LEOPOLD SEDAR SENGHOR,103,107
2025-11-17,LOUIS ARMSTRONG,131,130
2025-11-17,LOUISVILLE,79,78
2025-11-17,LUDWIG VAN BEETHOVEN,338,342
2025-11-17,LUTHERKING,41,32
2025-11-17,MADAME DE SEVIGNE,125,127
2025-11-17,MARC BLOCH,111,113
2025-11-17,MARGUERITTE YOURCENAR,176,167
2025-11-17,MARIE CURIE,189,190
2025-11-17,MARIE PAPE CARPENTIER,142,136
2025-11-17,MICHEL DE L HOSPITAL,275,269
2025-11-17,MICHELET,56,53
2025-11-17,MORISOT MOZART,276,272
2025-11-17,NERUDA,30,29
2025-11-17,OLYMPE DE GOUGES,225,210
2025-11-17,PAGNOL,101,96
2025-11-17,PASTEUR,40,40
2025-11-17,PAUL BERT VICTOR HUGO,147,144
2025-11-17,PAUL LANGEVIN,123,127
2025-11-17,PAUL PAINLEVE,128,122
2025-11-17,PERICLES,91,86
2025-11-17,PICASSO,16,15
2025-11-17,PREVERT,25,21
2025-11-17,PROKOFIEV,52,51
2025-11-17,RENAUD,49,50
2025-11-17,RONSARD,113,107
2025-11-17,ROUX,45,45
2025-11-17,SAMUEL PATY,74,76
2025-11-17,SARAH BERNHARDT,60,57
2025-11-17,SIGMUND FREUD,130,128
2025-11-17,SIGNORET,117,111
2025-11-17,SIMON BOLIVAR,82,87
2025-11-17,SOULAGES,111,108
2025-11-17,SPINOZA,172,173
2025-11-17,SUN YAT SEN,173,168
2025-11-17,SURCOUF,95,96
2025-11-17,TERESA,63,57
2025-11-17,VAN GOGH,37,35
2025-11-17,VICTOR SCHOELCHER,242,229
2025-11-17,VOLTAIRE,193,191
2025-11-17,WINSTON CHURCHILL,266,264
2025-11-17,WOOLF,20,21
2025-11-18,AKIRA KUROSAWA,104,96
2025-11-18,ALAIN SAVARY,152,151
2025-11-18,ALBRECHT,80,75
2025-11-18,ANDRE BOULLOCHE,57,56
2025-11-18,ANDRE MALRAUX,241,238
2025-11-18,ANTOINE BALARD,87,83
2025-11-18,AQUITAINE,87,81
2025-11-18,ARISTOTE,68,64
2025-11-18,AUBIGNE,124,127
2025-11-18,AUBRAC,55,52
2025-11-18,AUGUSTE COMTE,51,50
2025-11-18,AVERROES,51,47
2025-11-18,BENOITE GROULT,232,219
2025-11-18,BERGMAN,53,54
2025-11-18,BLAISE PASCAL,98,96
2025-11-18,BON,96,88
2025-11-18,BOUCHER,98,92
2025-11-18,BRES,88,83
2025-11-18,CALANDRETA DAU CHIVALET,81,61
2025-11-18,CALANDRETA DAU CLAPAS,159,151
2025-11-18,CALLAS,108,108
2025-11-18,CAMOENS,55,55
2025-11-18,CANDOLA,77,69
2025-11-18,CERVANTES,52,51
2025-11-18,CHAPLIN,139,133
2025-11-18,CHAPTAL,89,76
2025-11-18,CHARLES BAUDELAIRE,180,170
2025-11-18,CHARLES DICKENS ANNE FRANK,319,310
2025-11-18,CHENGDU,147,122
2025-11-18,COCTEAU,89,78
2025-11-18,CONDORCET,164,162
2025-11-18,COPERNIC,40,35
2025-11-18,DAUDET,120,118
2025-11-18,DAVILER KERGOMARD,267,266
2025-11-18,DEROIN,117,111
2025-11-18,DIDEROT,165,135
2025-11-18,DOCTEUR CALMETTE,170,173
2025-11-18,DURUY,44,40
2025-11-18,ELUARD,77,73
2025-11-18,EMILE COMBES,61,64
2025-11-18,EUGENE POTTIER JEAN SIBELIUS,267,264
2025-11-18,F D ROOSEVELT,106,100
2025-11-18,FIGUIER,90,89
2025-11-18,FLORIAN,82,77
2025-11-18,FRANCOIS MITTERRAND,192,185
2025-11-18,FREDERIC BAZILLE,17,21
2025-11-18,GALILEE,89,87
2025-11-18,GAMA,75,74
2025-11-18,GAMBETTA,82,81
2025-11-18,GANDHI,23,20
2025-11-18,GARIBALDI,139,146
2025-11-18,GARNIER,69,66
2025-11-18,GEORGES SIMENON,160,161
2025-11-18,GERMAINE RICHIER,285,280
2025-11-18,GOETHE,62,61
2025-11-18,HEIDELBERG,120,117
2025-11-18,HYPATIE,61,63
2025-11-18,ISAAC SCHOLL,104,92
2025-11-18,JACQUES BREL,197,202
2025-11-18,JEAN JAURES,191,181
2025-11-18,JEAN MACE,133,134
2025-11-18,JEAN MERMOZ,138,138
2025-11-18,JEAN MOULIN,117,115
2025-11-18,JEAN ZAY,95,92
2025-11-18,JEANNE D ARC,110,107
2025-11-18,JEANNE MOREAU,176,159
2025-11-18,JOAN MIRO,225,223
2025-11-18,JOSEPH DELTEIL,142,132
2025-11-18,JOYCE,50,44
2025-11-18,JULES FERRY,147,142
2025-11-18,JULES SIMON,160,160
2025-11-18,JULES VERNE,108,102
2025-11-18,JULIE DAUBIE,175,169
2025-11-18,KIPLING,72,66
2025-11-18,LAFONTAINE,76,74
2025-11-18,LAMARTINE,82,78
2025-11-18,LEO MALET,212,207
2025-11-18,LEOPOLD SEDAR SENGHOR,130,106
2025-11-18,LOUIS ARMSTRONG,162,162
2025-11-18,LOUISVILLE,92,94
2025-11-18,LUDWIG VAN BEETHOVEN,353,350
2025-11-18,LUTHERKING,46,39
2025-11-18,MADAME DE SEVIGNE,128,133
2025-11-18,MARC BLOCH,127,126
2025-11-18,MARGUERITTE YOURCENAR,188,177
2025-11-18,MARIE CURIE,197,196
2025-11-18,MARIE PAPE CARPENTIER,154,144
2025-11-18,MICHEL DE L HOSPITAL,283,264
2025-11-18,MICHELET,63,58
2025-11-18,MORISOT MOZART,274,270
2025-11-18,NERUDA,37,37
2025-11-18,OLYMPE DE GOUGES,225,215
2025-11-18,PAGNOL,106,100
2025-11-18,PASTEUR,42,42
2025-11-18,PAUL BERT VICTOR HUGO,150,151
2025-11-18,PAUL LANGEVIN,124,124
2025-11-18,PAUL PAINLEVE,129,126
2025-11-18,PERICLES,94,84
2025-11-18,PICASSO,23,22
2025-11-18,PREVERT,27,21
2025-11-18,PROKOFIEV,54,49
2025-11-18,RENAUD,52,48
2025-11-18,RONSARD,122,122
2025-11-18,ROUX,43,40
2025-11-18,SAMUEL PATY,80,82
2025-11-18,SARAH BERNHARDT,60,60
2025-11-18,SIGMUND FREUD,136,137
2025-11-18,SIGNORET,119,108
2025-11-18,SIMON BOLIVAR,112,122
2025-11-18,SOULAGES,110,108
2025-11-18,SPINOZA,194,195
2025-11-18,SUN YAT SEN,206,204
2025-11-18,SURCOUF,93,92
2025-11-18,TERESA,63,58
2025-11-18,VAN GOGH,41,39
2025-11-18,VICTOR SCHOELCHER,270,260
2025-11-18,VOLTAIRE,204,200
2025-11-18,WINSTON CHURCHILL,279,274
2025-11-18,WOOLF,25,25
2025-11-20,AKIRA KUROSAWA,89,94
2025-11-20,ALAIN SAVARY,147,144
2025-11-20,ALBRECHT,72,69
2025-11-20,ANDRE BOULLOCHE,45,47
2025-11-20,ANDRE MALRAUX,237,240
2025-11-20,ANTOINE BALARD,70,65
2025-11-20,AQUITAINE,84,81
2025-11-20,ARISTOTE,67,65
2025-11-20,AUBIGNE,124,117
2025-11-20,AUBRAC,51,49
2025-11-20,AUGUSTE COMTE,53,51
2025-11-20,AVERROES,45,40
2025-11-20,BENOITE GROULT,231,224
2025-11-20,BERGMAN,55,51
2025-11-20,BLAISE PASCAL,93,97
2025-11-20,BON,84,76
2025-11-20,BOUCHER,91,84
2025-11-20,BRES,74,61
2025-11-20,CALANDRETA DAU CHIVALET,83,77
2025-11-20,CALANDRETA DAU CLAPAS,155,150
2025-11-20,CALLAS,103,96
2025-11-20,CAMOENS,53,49
2025-11-20,CANDOLA,79,78
2025-11-20,CERVANTES,48,47
2025-11-20,CHAPLIN,135,120
2025-11-20,CHAPTAL,89,82
2025-11-20,CHARLES BAUDELAIRE,170,171
2025-11-20,CHARLES DICKENS ANNE FRANK,300,290
2025-11-20,CHENGDU,147,139
2025-11-20,COCTEAU,86,69
2025-11-20,CONDORCET,167,161
2025-11-20,COPERNIC,38,34
2025-11-20,DAUDET,122,127
2025-11-20,DAVILER KERGOMARD,267,262
2025-11-20,DEROIN,110,99
2025-11-20,DIDEROT,145,118
2025-11-20,DOCTEUR CALMETTE,160,169
2025-11-20,DURUY,45,39
2025-11-20,ELUARD,75,75
2025-11-20,EMILE COMBES,64,64
2025-11-20,EUGENE POTTIER JEAN SIBELIUS,261,260
2025-11-20,F D ROOSEVELT,83,75
2025-11-20,FIGUIER,88,92
2025-11-20,FLORIAN,84,80
2025-11-20,FRANCOIS MITTERRAND,189,172
2025-11-20,FREDERIC BAZILLE,16,18
2025-11-20,GALILEE,71,68
2025-11-20,GAMA,75,71
2025-11-20,GAMBETTA,83,83
2025-11-20,GANDHI,21,20
2025-11-20,GARIBALDI,147,146
2025-11-20,GARNIER,69,65
2025-11-20,GEORGES SIMENON,157,165
2025-11-20,GERMAINE RICHIER,274,269
2025-11-20,GOETHE,60,60
2025-11-20,HEIDELBERG,96,95
2025-11-20,HYPATIE,44,39
2025-11-20,ISAAC SCHOLL,110,98
2025-11-20,JACQUES BREL,192,173
2025-11-20,JEAN JAURES,173,169
2025-11-20,JEAN MACE,126,128
2025-11-20,JEAN MERMOZ,139,139
2025-11-20,JEAN MOULIN,116,112
2025-11-20,JEAN ZAY,92,93
2025-11-20,JEANNE D ARC,107,105
2025-11-20,JEANNE MOREAU,171,174
2025-11-20,JOAN MIRO,234,222
2025-11-20,JOSEPH DELTEIL,115,107
2025-11-20,JOYCE,42,42
2025-11-20,JULES FERRY,147,142
2025-11-20,JULES SIMON,162,159
2025-11-20,JULES VERNE,99,93
2025-11-20,JULIE DAUBIE,166,153
2025-11-20,KIPLING,69,62
2025-11-20,LAFONTAINE,76,74
2025-11-20,LAMARTINE,78,75
2025-11-20,LEO MALET,203,194
2025-11-20,LEOPOLD SEDAR SENGHOR,104,102
2025-11-20,LOUIS ARMSTRONG,136,136
2025-11-20,LOUISVILLE,81,80
2025-11-20,LUDWIG VAN BEETHOVEN,336,319
2025-11-20,LUTHERKING,39,33
2025-11-20,MADAME DE SEVIGNE,123,131
2025-11-20,MARC BLOCH,114,114
2025-11-20,MARGUERITTE YOURCENAR,175,164
2025-11-20,MARIE CURIE,170,161
2025-11-20,MARIE PAPE CARPENTIER,147,136
2025-11-20,MICHEL DE L HOSPITAL,276,262
2025-11-20,MICHELET,63,59
2025-11-20,MORISOT MOZART,272,268
2025-11-20,NERUDA,26,26
2025-11-20,OLYMPE DE GOUGES,222,200
2025-11-20,PAGNOL,99,96
2025-11-20,PASTEUR,42,43
2025-11-20,PAUL BERT VICTOR HUGO,150,149
2025-11-20,PAUL LANGEVIN,128,132
2025-11-20,PAUL PAINLEVE,125,121
2025-11-20,PERICLES,92,93
2025-11-20,PICASSO,19,16
2025-11-20,PREVERT,24,24
2025-11-20,PROKOFIEV,51,52
2025-11-20,RENAUD,45,44
2025-11-20,RONSARD,99,93
2025-11-20,ROUX,44,42
2025-11-20,SAMUEL PATY,74,73
2025-11-20,SARAH BERNHARDT,57,53
2025-11-20,SIGMUND FREUD,131,131
2025-11-20,SIGNORET,112,109
2025-11-20,SIMON BOLIVAR,88,98
2025-11-20,SOULAGES,109,104
2025-11-20,SPINOZA,171,165
2025-11-20,SUN YAT SEN,182,183
2025-11-20,SURCOUF,90,88
2025-11-20,TERESA,62,58
2025-11-20,VAN GOGH,37,34
2025-11-20,VICTOR SCHOELCHER,238,236
2025-11-20,VOLTAIRE,193,184
2025-11-20,WINSTON CHURCHILL,268,268
2025-11-20,WOOLF,23,23
2025-11-21,AKIRA KUROSAWA,106,71
2025-11-21,ALAIN SAVARY,139,139
2025-11-21,ALBRECHT,81,72
2025-11-21,ANDRE BOULLOCHE,51,52
2025-11-21,ANDRE MALRAUX,239,230
2025-11-21,ANTOINE BALARD,85,85
2025-11-21,AQUITAINE,89,85
2025-11-21,ARISTOTE,68,63
2025-11-21,AUBIGNE,124,124
2025-11-21,AUBRAC,54,50
2025-11-21,AUGUSTE COMTE,50,47
2025-11-21,AVERROES,59,58
2025-11-21,BENOITE GROULT,230,232
2025-11-21,BERGMAN,52,44
2025-11-21,BLAISE PASCAL,92,94
2025-11-21,BON,90,85
2025-11-21,BOUCHER,90,81
2025-11-21,BRES,81,75
2025-11-21,CALANDRETA DAU CHIVALET,79,19
2025-11-21,CALANDRETA DAU CLAPAS,148,95
2025-11-21,CALLAS,112,104
2025-11-21,CAMOENS,59,55
2025-11-21,CANDOLA,80,77
2025-11-21,CERVANTES,57,57
2025-11-21,CHAPLIN,133,115
2025-11-21,CHAPTAL,90,82
2025-11-21,CHARLES BAUDELAIRE,181,179
